disease_name,url,title,question,answer
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Evaluation (Melanoma),"Acute compartment syndrome is a clinical diagnosis and needs prompt treatment. However, the following are done to evaluate further and to confirm the diagnosis.
* Radiographs should be obtained if a fracture is suspected
* Measurement of intracompartmental pressure is not required but can aid in diagnosis if uncertainty exists. Compartment pressures are often measured with a manometer, a device that detects intracompartmental pressure by measuring the resistance that is present when a saline solution is injected into the compartment. Another method employs a slit catheter, whereby a catheter is placed within the compartment, and the pressure is measured with an arterial line transducer. The slit catheter method is more accurate and allows for continuous monitoring. Its use is also recommended to measure all the surrounding compartments.
* The normal pressure within the compartment is between 0 mmHg to 8 mmHg.
* When intra-compartmental pressure increases to within 10 mmHg to 30 mmHg of the patient's diastolic blood pressure, this indicates inadequate perfusion and relative ischemia of the involved extremity.
* The perfusion pressureof a compartment, also known as the compartment **delta pressure** , is defined as the difference between the diastolic blood pressure and the intra-compartmental pressure:
* delta pressure = diastolic pressure - measured intracompartmental pressure
* clinicians often utilize delta pressure less than or equal to 30 mmHg as indicative of the need for fasciotomy.
* Ultrasound with Doppler can be used to look for occlusion or thrombus.
* Elevations in creatine phosphokinase (CPK) may suggest muscle breakdown from ischemia, damage, or rhabdomyolysis.
* If rhabdomyolysis is being considered, renal function tests, urine myoglobin, and urinalysis should be done.
* If rhabdomyolysis is diagnosed, a chemistry panel is needed."
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Treatment / Management (Melanoma),"* Immediate**surgical consult**
* Provide supplemental oxygen.
* Remove any restrictive casts, dressings, or bandages to relieve pressure.
* Keep the extremity at the level of the heart to prevent hypo-perfusion.
* Prevent hypotension and provide blood pressure support in patients with hypotension.
* If**ICP is greater than or equal to 30 mmHg** or**delta pressure is less than or equal to 30 mmHg, fasciotomy should be done**.

For patients who do not meet diagnostic criteria for acute compartment syndrome but who are at high risk based on history and physical exam findings, or for patients with intracompartmental pressures between 15 to 20 mmHg, serial intracompartmental pressure measurements are recommended. Patients with ICPs between 20-30 mmHg should be admitted and the surgical team should be consulted. For patients with intracompartmental pressures greater than 30 mmHg or delta pressures less than 30 mmHg, surgical fasciotomy should be done.
Acute compartment syndrome is a surgical emergency, so prompt diagnosis and treatment are critical. Once the diagnosis is confirmed, immediate surgical fasciotomy is needed to reduce the intracompartmental pressure. The ideal timeframe for fasciotomy is within six hours of injury, and fasciotomy is not recommended after 36 hours following injury. When tissue pressure remains elevated for that amount of time, irreversible damage may occur, and fasciotomy may not be beneficial in this situation.
If necrosis occurs before fasciotomy is performed, there is a high likelihood of infection which may require amputation. If infection occurs, debridement is necessary to prevent systemic spread or other complications."
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Differential Diagnosis (Melanoma),"* Deep vein thrombosis
* Cellulitis
* Gas gangrene
* Phlegmasia cerulean dolens
* Rhabdomyolysis
* Cnidaria envenomation
* Peripheral vascular injuries"
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Prognosis (Melanoma),"The prognosis after treatment of compartment syndrome depends mainly on how quickly the condition is diagnosed and treated. When fasciotomy is done within 6 hours, there is almost 100% recovery of limb function. After 6 hours, there may be residual nerve damage. Data show that when the fasciotomy is done within 12 hours, only two-thirds of patients have normal limb function. In very delayed cases, the limb may require an amputation."
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Complications (Melanoma),"The following are the complications of compartment syndrome:
* Pain
* Contractures
* Rhabdomyolysis
* Nerve damage and associated numbness and/or weakness
* Infection
* Renal failure"
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Postoperative and Rehabilitation Care (Melanoma),"* Physical therapy to regain function and strength and prevent contractures and stiffness.
* Wound care and monitoring for any ischemia, infection, gangrene.
* Antibiotics if infection if warranted
* Pain medicine
* The patient will need to learn how to use an ambulatory device like crutches until healing is complete."
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Deterrence and Patient Education (Melanoma),"Patients should be educated to seek care after a traumatic injury or if they develop pain or swelling of an extremity. If a fasciotomy is performed, adequate wound care is of utmost importance."
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Pearls and Other Issues (Melanoma),"When applying plaster casts, especially following reduction, uni-valving or bi-valving can help to reduce the pressure by about 50%. Beware that once the initial swelling dissipates, the cast can become excessively loose, which can decrease the amount of reduction accomplished."
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Enhancing Healthcare Team Outcomes (Melanoma),"The management of acute compartment syndrome requires a well-integrated interprofessional team of healthcare professionals including nurses, laboratory technologists, pharmacists, and multiple physicians in different specialties. Without proper management, acute compartment syndrome can lead to high morbidity and poor outcomes.
* The nurses are usually the first health professional to see the patient, often in triage in the emergency department. The nurse must quickly recognize the signs and symptoms consistent with compartment syndrome and immediately involve the clinical team to further evaluate the patient. The nurses will need to assist in monitoring the patient's vital signs, pain, and assist in getting the patient to the operating room where definitive treatment usually takes place. After the procedure, they will need ongoing evaluation as often a patient with compartment syndrome will have multiple other injuries that require attention as well as complications as a direct result of the compartment damage.
* Pharmacists in the emergency department can assist in medication reconciliation as well as provide recommendations regarding pain management.
* The nurse practitioner, physician assistant, and physicians often provide a role in coordinating the care, performing procedures, as well as educating the patient and family regarding the nature of the injuries."
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Related information (Melanoma),"PubMed Central citations
Links to PubMed"
Melanoma,https://www.ncbi.nlm.nih.gov/books/NBK448124/,"[Bookshelf](https://www.ncbi.nlm.nih.gov/books/ ""Bookshelf home"")",Recent Activity (Melanoma),"Acute Compartment Syndrome - StatPearls

Your browsing activity is empty.
Activity recording is turned off.
Follow NCBI

Cite this PageClose
Making content easier to read in BookshelfClose
We are experimenting with display styles that make it easier to read books and documents in Bookshelf. Our first effort uses ebook readers, which have several ""ease of reading"" features already built in.
The content is best viewed in the _iBooks reader_. You may notice problems with the display of some features of books or documents in other eReaders.
Cancel Download
Share
* Share on Facebook
* Share on Twitter

URL"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Diagnosis (Benign keratosis-like lesions),"To determine whether you have rosacea, a doctor or other healthcare professional examines your skin and asks about your symptoms. You may have tests to rule out other conditions, such as psoriasis or lupus. Some symptoms of rosacea may be harder to see on brown and Black skin. These include spider veins and flushing. So it's important to pay attention to other symptoms, such as swelling, bumps, facial stinging and dry-looking skin.
If your symptoms involve your eyes, you may see an eye doctor, also called an ophthalmologist, for other tests."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Treatment (Benign keratosis-like lesions),"If your symptoms don't improve with the self-care tips below, talk with a member of your healthcare team about a prescription gel or cream. This kind of medicine may help ease symptoms. For more serious rosacea, you might need prescription pills. Laser treatment may be used to reduce flushing and enlarged blood vessels in the face.
How long you need treatment depends on the type of rosacea you have and how serious your symptoms are. Even if your skin calms with treatment, the symptoms often return."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Medicines (Benign keratosis-like lesions),"Several medicines are used to help control rosacea symptoms. The type of medicine you are prescribed depends on your symptoms. For example, some medicines or treatments work better for flushing, and some medicines work better for pimples and bumps. You may need to try one or more medicines to find a treatment that works for you.
Medicines for rosacea include:
* **Gels or other products applied to the skin.** For the flushing of mild to moderate rosacea, you may try a medicated cream or gel that you apply to the affected skin. Examples are brimonidine (Mirvaso) and oxymetazoline (Rhofade), which reduce flushing by constricting blood vessels. You may see results within 12 hours after use. The effect on the blood vessels is temporary. Overuse might lead to worse flushing. So rather than using it every day, you might use it only before important events.
Brimonidine and oxymetazoline often aren't covered by insurance.
Other prescription topical products help control the pimples of mild rosacea. Examples are azelaic acid (Azelex, Finacea), metronidazole (Metrogel, Noritate, others) and ivermectin (Soolantra). With azelaic acid and metronidazole, you may not see results for 2 to 6 weeks. Ivermectin may take even longer to improve skin. But the results tend to last longer than they do for metronidazole. Sometimes, using two or more of these products leads to the best results.
* **Antibiotic medicine taken by mouth.** For more serious rosacea with bumps and pimples, you may be prescribed an oral antibiotic pill such as doxycycline (Oracea, others).
* **Acne medicine taken by mouth.** For severe rosacea that doesn't respond to other medicine, you may be prescribed isotretinoin (Amnesteem, Claravis, others). It's a powerful oral acne medicine that also helps clear up the bumps of rosacea. This medicine is not to be taken during pregnancy as it can cause birth defects."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Laser treatment (Benign keratosis-like lesions),"Laser treatment can help improve the look of enlarged blood vessels. It also can help the long-term redness of rosacea. And it often works better than a cream or a pill for this symptom. Because the laser targets visible veining, this method is most effective on skin that isn't tanned, brown or Black.
Talk with a member of your healthcare team about the risks and benefits of laser treatment. Common side effects include redness, bruising and mild swelling for a few days following the treatment. Rare side effects include blistering and scarring. Icing and gentle skin care help while you heal. On brown or Black skin, laser treatment might cause long-term or permanent changes to the color of the treated skin.
The full effect of the treatment might not be seen for weeks. Repeat treatments may be needed to keep the improved look of your skin.
Laser treatment for rosacea is sometimes considered a cosmetic procedure. Such procedures often aren't covered by insurance. However, nowadays some insurances do cover the procedure. Check with your insurance company directly to see if they cover laser treatment for rosacea.
There is a problem with information submitted for this request. Review/update the information highlighted below and resubmit the form."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),From Mayo Clinic to your inbox (Benign keratosis-like lesions),"Email
Address 1
ErrorEmail field is required
ErrorInclude a valid email address
Learn more about Mayo Clinic’s use of data.
Subscribe!"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Thank you for subscribing! (Benign keratosis-like lesions),You'll soon start receiving the latest Mayo Clinic health information you requested in your inbox.
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Sorry something went wrong with your subscription (Benign keratosis-like lesions),"Please, try again in a couple of minutes
Retry"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Lifestyle and home remedies (Benign keratosis-like lesions),"These self-care tips may help you calm your skin and prevent flare-ups:
* **Identify and avoid things that make your symptoms worse.** Notice what tends to cause flare-ups for you and avoid those things.
* **Protect your face.** Use a broad-spectrum sunscreen or moisturizer containing sunscreen with an SPF of at least 30, even on cloudy days. Apply sunscreen generously. Reapply every two hours, or more often if you're swimming or sweating.
People with rosacea might benefit from selecting sunscreens that contain titanium dioxide, zinc or both. These are called mineral-based sunscreens or physical sunscreens. Examples include Eucerin Sensitive Mineral Zinc Oxide Protection, La Roche-Posay Tinted Mineral, and others. Or look for products with silicone, such as dimethicone, or cyclomethicone.
Apply sunscreen after you put on any medicine for your face and before applying makeup, if you use it.
Take other steps to protect your face, such as wearing a hat and avoiding midday sun. In cold, windy weather, wear a scarf or ski mask.
* **Treat your skin gently.** Don't rub or touch your face too much. Use a nonsoap cleanser two times a day and moisturize. Some face creams may help reduce redness. Products made for the face that contain azelaic acid, dicarboxylic or niacinamide may help with rosacea symptoms. These products are available without a prescription.
Choose fragrance-free products, and avoid those that contain skin irritants such as alcohol, camphor, urea and menthol.
* **Reduce facial symptoms with makeup.** Some makeup products may help reduce the facial flushing common with rosacea. For example, green-tinted makeup can help cover up the red color. Avoid alcohol-based gels and thin lotions."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Alternative medicine (Benign keratosis-like lesions),"Gently massaging your face daily may help ease symptoms of rosacea. Using your fingers, make little circles starting on the center of the face and working to the ears. Do this for a few minutes.
If stress seems to make your symptoms worse, try stress management methods. Examples are deep breathing and meditating."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Coping and support (Benign keratosis-like lesions),"Rosacea can be distressing. You might feel embarrassed or anxious about how your face looks and become withdrawn or self-conscious. Or you may be upset by other people's reactions. It may help to talk with a counselor about these feelings. It also might help to find a rosacea support group, either in person or online. You may find comfort in connecting with others facing the same types of issues."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Preparing for your appointment (Benign keratosis-like lesions),"You're likely to start by seeing a member of your primary care team. Or you may be referred to a skin disease specialist, called a dermatologist. If your condition affects your eyes, you may be referred to an eye specialist, called an ophthalmologist.
It's a good idea to prepare for your appointment. Here's some information to help you."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),What you can do (Benign keratosis-like lesions),"Preparing a list of questions helps you make the most of your appointment time. For rosacea, some basic questions are:
* What might be causing the symptoms?
* Do I need tests to confirm the diagnosis?
* What is the best treatment?
* Will this condition go away or is it long term?
* Is there a generic version of the medicine you're prescribing?
* I have other medical problems. How can I manage them together?
* Can I wait to see if the condition clears up on its own?
* What other treatments are there?
* What skin care routine do you suggest for me?

Ask any other questions that come up during your appointment."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Products & Services (Benign keratosis-like lesions),Show more products and services from Mayo Clinic
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Rosacea (Benign keratosis-like lesions),Mayo Clinic does not endorse companies or products. Advertising revenue supports our not-for-profit mission.
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Mayo Clinic Press (Benign keratosis-like lesions),CON-20193991
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353822,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Mayo Clinic Privacy Policy (Benign keratosis-like lesions),"I Agree
x"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Departments and specialties (Benign keratosis-like lesions),"Mayo Clinic has one of the largest and most experienced practices in the United States, with campuses in Arizona, Florida and Minnesota. Staff skilled in dozens of specialties work together to ensure quality care and successful recovery."
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Displaying 1-10 out of 12 doctors available (Benign keratosis-like lesions),"1. Dermatologist
2. Pediatrician
1. Rochester, MN"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Skin biopsy, Allergy skin test, UV light therapy, Pulsed-dye laser therapy, Tuberous sclerosis, Melanoma, Vascular malf...ormation, Hemangioma, Skin cancer, Nonmelanoma skin cancer, Klippel-Trenaunay syndrome, Lichen planus, Vasculitis, Hair loss, Atopic dermatitis, Acne, Psoriasis, Vitiligo, Alopecia areata, Melasma, Vascular anomaly, Dermatitis, Morphea, Skin problems, Vulvar skin disorder, Breast skin change, Rosacea, Pigmentation disorder, Telogen effluvium, Telangiectasia disorder, Tinea versicolor, Oral lichen planus, Blue rubber bleb nevus syndrome, Burning mouth syndrome, Diffuse capillary malformation with overgrowth, Canker sores, Scarring alopecia, Pityriasis alba, Vascular birthmarks
Show more areas of focus for Katelyn R. Anderson, M.D.
1. Dermatologist
1. Rochester, MN"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Skin biopsy, Cryotherapy, Electrodessication and curettage, UV light therapy, Intralesional injection therapy, Melanoma..., Hemangioma, Skin cancer, Squamous cell carcinoma of the skin, Nonmelanoma skin cancer, Basal cell carcinoma, Lichen planus, Atopic dermatitis, Acne, Psoriasis, Vitiligo, Rosacea, Tinea versicolor, Keloid scar, Actinic keratoses, Fungal skin infections, Impetigo, Bullous pemphigoid, Molluscum contagiosum, Wart, Allergic contact dermatitis
Show more areas of focus for Nicholas E. Bohrer, M.D.
1. Dermatologist
1. Jacksonville, FL"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Facial filler injection, Cosmetic surgery, Chemical peel, Laser resurfacing, Laser hair removal, Intense pulsed light, ...Lichen sclerosus, Lichen planus, Skin wrinkles, Vulvar disorder, Acne, Alopecia areata, Melasma, Age spots, UV skin damage, Rosacea, Canker sores, Actinic keratoses, Leukoplakia, Oral ulcerative condition, Facial volume loss
Show more areas of focus for Alison J. Bruce, M.B., Ch.B.
1. Dermatologist
2. Dermatopathologist
1. Rochester, MN"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Dermatitis, Rosacea, Skin inflammation, Blister
1. Dermatologist
1. Rochester, MN"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Wound care, Patch test, Vasculitis, Mixed connective tissue disease, Psoriasis, Hives and angioedema, Dermatitis, Eryth...romelalgia, Rosacea, Oral lichen planus, Chronic hives, Contact dermatitis, Stevens-Johnson syndrome
Show more areas of focus for Mark Denis P. Davis, M.D.
1. Dermatologist
2. Mohs Micrographic Surgeon and Dermatologic Oncologist
1. Rochester, MN"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Botox injection, Mohs surgery, Scar revision, Cosmetic surgery, Skin cancer reconstruction, Excisional skin surgery, Sk...in graft surgery, Skin cyst removal, Skin cancer excision, Skin surgery, Laser resurfacing, Dermabrasion, Nose reconstruction, Dermatologic surgery, Rhinophyma surgery, Flap surgery, Laser skin surgery, Ear reconstruction, Mole removal, Hidradenitis suppurativa, Melanoma, Skin cancer, Squamous cell carcinoma of the skin, Basal cell carcinoma, Scarring, Rosacea, Mole
Show more areas of focus for Addison M. Demer, M.D.
1. Dermatologist
1. Phoenix, AZ"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Botox injection, Sclerotherapy, Laser resurfacing, Soft tissue augmentation, Laser skin surgery, Liposuction, Intense p...ulsed light, Skin wrinkles, Acne, Melasma, Scarring, Rosacea
Show more areas of focus for Elika Hoss, M.D.
1. Dermatologist
1. Rochester, MN"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Light therapy, Cutaneous t-cell lymphoma, Psoriasis, Rosacea, Sun allergy
1. Mohs Micrographic Surgeon and Dermatologic Oncologist
1. Rochester, MN"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Areas of focus: (Benign keratosis-like lesions),"Mohs surgery, Scar revision, Excisional skin surgery, Skin surgery, Laser skin surgery, Melanoma, Skin cancer, Squamous... cell carcinoma of the skin, Basal cell carcinoma, Rosacea, Extramammary Paget disease
Show more areas of focus for Randall K. Roenigk, M.D.
1. Dermatologist
1. Jacksonville, FL"
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Products & Services (Benign keratosis-like lesions),Show more products and services from Mayo Clinic
Benign keratosis-like lesions,https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/diagnosis-treatment/drc-20353824,[Rosacea](https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815),Mayo Clinic Privacy Policy (Benign keratosis-like lesions),"I Agree
x"
Benign keratosis-like lesions,https://my.clevelandclinic.org/health/diseases/21721-seborrheic-keratosis,Seborrheic Keratosis,What is seborrheic keratosis? (Benign keratosis-like lesions),"A seborrheic keratosis (seb-o-REE-ik ker-uh-TOE-sis) is a common benign skin growth, similar to a mole. Most people will have at least one in their lifetime. They tend to appear in mid-adulthood and their frequency increases with age. They are harmless and don’t require treatment, but you can have them removed if they bother you."
Benign keratosis-like lesions,https://my.clevelandclinic.org/health/diseases/21721-seborrheic-keratosis,Seborrheic Keratosis,What does seborrheic keratosis look like? (Benign keratosis-like lesions),"Seborrheic keratoses are roundish or oval-shaped patches on the skin with a “stuck on” appearance. They are sometimes described as waxy or scaly. They are raised above the skin and even when they are flat you can feel them with your finger. They are usually brown, but can also be black or tan, and less often, pink, yellow or white. They often appear in numbers.
Seborrheic keratoses are characterized by keratin on the surface — the same fibrous protein that fingernails, hooves, and horns are made of. This causes the textural details that often distinguish the growths. Sometimes it looks like small bubbles or cysts within the growth. Sometimes it looks scabby or wart-like. Sometimes it looks like the ridges and fissures in a brain."
Benign keratosis-like lesions,https://my.clevelandclinic.org/health/diseases/21721-seborrheic-keratosis,Seborrheic Keratosis,Who gets seborrheic keratosis? (Benign keratosis-like lesions),"Anyone can get one, but most commonly:
* **People who are 50 and older.** They usually begin to appear in middle age, and rarely in younger people. About 30% of people have at least one by the age of 40, and about 75% by the age of 70.
* **People with a family history of it.** About half of all cases of multiple seborrheic keratoses occur in families, suggesting that the tendency to develop many of them may be inherited.
* **Lighter-skinned people.** Classic seborrheic keratosis as described here appears less frequently in darker-skinned people. However, a variant of seborrheic keratosis called _dermatosis papulosa nigra_ is very common in darker-skinned people, including those of African, Asian and Hispanic descent."
Benign keratosis-like lesions,https://my.clevelandclinic.org/health/diseases/21721-seborrheic-keratosis,Seborrheic Keratosis,What triggers seborrheic keratosis? (Benign keratosis-like lesions),"We don't know exactly why these growths occur, but we can look at the circumstances that often go along with it. The first is age: seborrheic keratoses are especially common in adults over 50, and they tend to multiply as people get older. Some studies suggest that sun exposure may increase their occurrence. They also appear more frequently in families, which suggests that genetics may play a role. They are not viral or bacterial. They don’t spread and they aren’t contagious.
Seborrheic keratoses usually grow slowly and may develop their texture gradually over time. If many seborrheic keratoses erupt suddenly together, it might raise some concern. This unusual occurrence has sometimes been considered a sign of internal cancer. Doctors call it “the sign of Leser Trélat”. The correlation is not yet proven or explained and may only be a coincidence. But your healthcare provider might want to screen you for any other signs of internal cancer."
Benign keratosis-like lesions,https://my.clevelandclinic.org/health/diseases/21721-seborrheic-keratosis,Seborrheic Keratosis,Do seborrheic keratoses cause symptoms? (Benign keratosis-like lesions),"They usually don’t, but people sometimes report:
* Itching.
* Irritation from friction.
* Bleeding.

If these symptoms annoy you, you may want to have the growth removed."
Benign keratosis-like lesions,https://my.clevelandclinic.org/health/diseases/21721-seborrheic-keratosis,Seborrheic Keratosis,How do you tell seborrheic keratosis from actinic keratosis? (Benign keratosis-like lesions),"Actinic keratoses vary in color, but they tend to be less pigmented than seborrheic keratoses. They can be flat or slightly raised, but tend to be flatter, and you might feel them before you see them. They feel scaly and rough, but may become more bumpy and wart-like over time, like seborrheic keratoses. They may also itch and bleed. They tend to appear in clusters in frequently sun-exposed areas."
Benign keratosis-like lesions,https://my.clevelandclinic.org/health/diseases/21721-seborrheic-keratosis,Seborrheic Keratosis,How do you tell seborrheic keratosis from melanoma? (Benign keratosis-like lesions),"* Seborrheic keratoses often appear in numbers, while melanoma is usually single.
* Seborrheic keratoses tend to have texture, while melanoma tends to be smooth.
* Seborrheic keratoses are well-defined, while melanoma can have a ragged or blurry border.
* Seborrheic keratoses are uniform, while melanoma may be asymmetrical or have more than one color.
* Seborrheic keratoses change little and slowly, while melanoma can grow and change quickly."
Benign keratosis-like lesions,https://my.clevelandclinic.org/health/diseases/21721-seborrheic-keratosis,Seborrheic Keratosis,How is seborrheic keratosis diagnosed? (Benign keratosis-like lesions),"* **Examination.** Dermatologists can usually identify a seborrheic keratosis with the naked eye.
* **Dermoscopy.** If in doubt, your healthcare provider may look at the growth under a dermascope, a small, handheld lighted microscope."
